config-benchmark,GT.Leakage,GT.Dynamic,GT.Total,McPAT-7nm.Leakage,McPAT-7nm.Dynamic,McPAT-7nm.Total,ML.Leakage,ML-Shuffle.Dynamic,ML-Shuffle.Total,ML-Config.Dynamic,ML-Config.Total,ML-Benchmark.Dynamic,ML-Benchmark.Total
GigaBoomProConfig-ludcmp.riscv,7.32,29.38,36.7,4.07468,31.6542,35.72888,7.0904743089176865,29.17190933227539,36.262383641193075,27.458999633789062,34.54947394270675,33.75310134887695,40.84357565779464
GigaBoomProConfig-matrix_mult.riscv,7.52,43.68,51.2,4.07468,53.7226,57.79728,7.0904743089176865,42.75311279296875,49.843587101886435,40.825782775878906,47.91625708479659,38.80879211425781,45.8992664231755
GigaBoomProConfig-median.riscv,7.42,38.23,45.65,4.07468,32.4228,36.49748,7.0904743089176865,37.62557601928711,44.716050328204794,35.9660758972168,43.05655020613448,36.71451187133789,43.804986180255575
GigaBoomProConfig-mergesort.riscv,7.54,55.2,62.74,4.07468,65.5293,69.60398,7.0904743089176865,52.39079666137695,59.48127097029464,51.909324645996094,58.99979895491378,46.487789154052734,53.57826346297042
GigaBoomProConfig-minver.riscv,7.34,30.7,38.04,4.07468,31.2841,35.35878,7.0904743089176865,30.86996078491211,37.960435093829794,28.958576202392578,36.04905051131026,30.718780517578125,37.80925482649581
GigaBoomProConfig-multiply.riscv,7.45,42.08,49.53,4.07468,41.3947,45.46938,7.0904743089176865,41.03041458129883,48.12088889021651,39.64212417602539,46.732598484943075,36.390830993652344,43.48130530257003
GigaBoomProConfig-ndes.riscv,7.44,40.2,47.64,4.07468,59.1272,63.20188,7.0904743089176865,40.86724853515625,47.957722844073935,37.851558685302734,44.94203299422042,49.36140823364258,56.45188254256026
GigaBoomProConfig-petrinet.riscv,7.35,32.93,40.28,4.07468,38.7904,42.86508,7.0904743089176865,31.784469604492188,38.87494391340987,30.83328628540039,37.923760594318075,34.80146789550781,41.8919422044255
GigaBoomProConfig-prime.riscv,7.39,31.93,39.32,4.07468,38.3996,42.47428,7.0904743089176865,32.89613723754883,39.98661154646651,30.365385055541992,37.45585936445968,33.29988098144531,40.390355290363
GigaBoomProConfig-qsort.riscv,7.55,34.53,42.08,4.07468,41.9207,45.99538,7.0904743089176865,42.01367950439453,49.104153813312216,39.97970962524414,47.070183934161825,37.3182373046875,44.408711613605185
GigaBoomProConfig-qurt.riscv,7.55,36.15,43.7,4.07468,38.1688,42.24348,7.0904743089176865,35.40273666381836,42.493210972736044,33.15507507324219,40.24554938215987,37.72603988647461,44.816514195392294
GigaBoomProConfig-recursion.riscv,7.33,31.08,38.41,4.07468,35.7948,39.86948,7.0904743089176865,31.662982940673828,38.75345724959151,29.067337036132812,36.1578113450505,31.416826248168945,38.50730055708663
GigaBoomProConfig-rsort.riscv,7.49,52.6,60.09,4.07468,52.1765,56.25118,7.0904743089176865,46.889503479003906,53.97997778792159,45.625885009765625,52.71635931868331,43.98311233520508,51.07358664412276
GigaBoomProConfig-rv64ua-ps-amoadd_d_200,7.39,33.28,40.67,4.07468,25.0578,29.13248,7.0904743089176865,34.155216217041016,41.2456905259587,31.13518714904785,38.225661457965536,43.569549560546875,50.66002386946456
GigaBoomProConfig-rv64ud-ps-fclass_200,7.38,47.17,54.55,4.07468,47.4335,51.50818,7.0904743089176865,47.06427764892578,54.154751957843466,45.49092102050781,52.5813953294255,47.2288818359375,54.319356144855185
GigaBoomProConfig-rv64ud-ps-move_200,7.52,56.3,63.82,4.07468,38.8158,42.89048,7.0904743089176865,47.413597106933594,54.50407141585128,44.764198303222656,51.85467261214034,45.69437789916992,52.78485220808761
GigaBoomProConfig-rv64ud-ps-structural_200,7.4,50.2,57.6,4.07468,49.3117,53.38638,7.0904743089176865,48.67098617553711,55.761460484454794,48.10528564453125,55.195759953448935,44.4136848449707,51.50415915388839
GigaBoomProConfig-rv64ui-ps-and_200,7.38,44.16,51.54,4.07468,34.8749,38.94958,7.0904743089176865,44.90794372558594,51.99841803450362,41.86393356323242,48.95440787215011,49.95405197143555,57.04452628035323
GigaBoomProConfig-rv64ui-ps-auipc_200,7.36,42.87,50.23,4.07468,44.9411,49.01578,7.0904743089176865,43.20745849609375,50.297932805011435,40.412696838378906,47.50317114729659,41.541107177734375,48.63158148665206
GigaBoomProConfig-rv64ui-ps-bne_200,7.36,43.37,50.73,4.07468,49.4272,53.50188,7.0904743089176865,43.022117614746094,50.11259192366378,40.726776123046875,47.81725043196456,44.374263763427734,51.46473807234542
GigaBoomProConfig-rv64ui-ps-fence_i_200,7.38,33.88,41.26,4.07468,37.9316,42.00628,7.0904743089176865,37.70726013183594,44.79773444075362,31.79722023010254,38.887694539020224,40.610198974609375,47.70067328352706
GigaBoomProConfig-rv64ui-ps-jal_200,7.32,39.09,46.41,4.07468,48.3476,52.42228,7.0904743089176865,39.19528579711914,46.285760106036825,36.78998947143555,43.88046378035323,38.547489166259766,45.63796347517745
GigaBoomProConfig-rv64ui-ps-jalr_200,7.35,43.1,50.45,4.07468,42.6971,46.77178,7.0904743089176865,42.23660659790039,49.327080906818075,40.6361198425293,47.72659415144698,40.96738815307617,48.05786246199386
GigaBoomProConfig-rv64ui-ps-lui_200,7.33,40.51,47.84,4.07468,41.0466,45.12128,7.0904743089176865,40.982749938964844,48.07322424788253,39.86460876464844,46.95508307356612,44.499691009521484,51.59016531843917
GigaBoomProConfig-rv64ui-ps-lw_200,7.39,45.07,52.46,4.07468,46.6499,50.72458,7.0904743089176865,44.35215377807617,51.44262808699386,38.683841705322266,45.77431601423995,46.29638671875,53.386861027667685
GigaBoomProConfig-rv64ui-ps-ori_200,7.39,44.76,52.15,4.07468,36.9743,41.04898,7.0904743089176865,44.76810836791992,51.85858267683761,42.26976776123047,49.36024207014815,44.66300964355469,51.75348395247237
GigaBoomProConfig-rv64ui-ps-slli_200,7.37,44.38,51.75,4.07468,38.0112,42.08588,7.0904743089176865,44.666259765625,51.756734074542685,41.84628677368164,48.936761082599325,44.45922088623047,51.54969519514815
GigaBoomProConfig-rv64ui-ps-slt_200,7.37,44.18,51.55,4.07468,39.0854,43.16008,7.0904743089176865,44.62976837158203,51.720242680499716,42.25105667114258,49.34153098006026,46.0956916809082,53.18616598982589
GigaBoomProConfig-rv64ui-ps-sra_200,7.41,45.93,53.34,4.07468,37.8036,41.87828,7.0904743089176865,45.0592041015625,52.149678410480185,43.25777816772461,50.348252476642294,44.101463317871094,51.19193762678878
GigaBoomProConfig-rv64ui-ps-sw_200,7.42,46.44,53.86,4.07468,46.6709,50.74558,7.0904743089176865,47.27338409423828,54.363858403155966,44.877933502197266,51.96840781111495,45.123348236083984,52.21382254500167
GigaBoomProConfig-rv64ui-ps-xori_200,7.39,44.77,52.16,4.07468,37.5811,41.65578,7.0904743089176865,44.6262092590332,51.71668356795089,42.274959564208984,49.36543387312667,44.27737045288086,51.367844761798544
GigaBoomProConfig-rv64um-ps-mulw_200,7.37,43.8,51.17,4.07468,44.586,48.66068,7.0904743089176865,44.888065338134766,51.97853964705245,41.315818786621094,48.40629309553878,47.31338119506836,54.403855503986044
GigaBoomProConfig-select.riscv,7.34,31.62,38.96,4.07468,35.3159,39.39058,7.0904743089176865,31.203170776367188,38.29364508528487,29.601566314697266,36.69204062361495,30.841144561767578,37.93161887068526
GigaBoomProConfig-spmv.riscv,7.36,33.03,40.39,4.07468,36.7385,40.81318,7.0904743089176865,36.270599365234375,43.36107367415206,34.68876647949219,41.77924078840987,38.242340087890625,45.33281439680831
GigaBoomProConfig-sqrt.riscv,7.54,35.28,42.82,4.07468,38.9527,43.02738,7.0904743089176865,35.44655227661133,42.53702658552901,33.140541076660156,40.23101538557784,37.38732147216797,44.47779578108565
GigaBoomProConfig-st.riscv,7.5,37.27,44.77,4.07468,27.7091,31.78378,7.0904743089176865,36.30437088012695,43.39484518904464,35.015201568603516,42.1056758775212,37.262855529785156,44.35332983870284
GigaBoomProConfig-tarai.riscv,7.33,30.74,38.07,4.07468,29.0599,33.13458,7.0904743089176865,30.214458465576172,37.30493277449386,28.862661361694336,35.95313567061202,28.906383514404297,35.99685782332198
GigaBoomProConfig-towers.riscv,7.41,38.65,46.06,4.07468,39.6498,43.72448,7.0904743089176865,35.51344680786133,42.60392111677901,36.19902420043945,43.28949850935714,34.03860092163086,41.129075230548544
GigaBoomProConfig-vvadd.riscv,7.38,34.94,42.32,4.07468,30.5819,34.65658,7.0904743089176865,32.837581634521484,39.92805594343917,32.38673782348633,39.47721213240401,32.48456954956055,39.57504385847823
GigaBoomProConfig-whetstone.riscv,7.45,32.72,40.17,4.07468,42.2398,46.31448,7.0904743089176865,32.18614196777344,39.27661627669112,30.488283157348633,37.57875746626632,38.79811477661133,45.88858908552901
GigaBoomSEConfig-add_fp.riscv,6.1,33.65,39.75,3.69551,41.12,44.81551,6.4150218753001464,34.199703216552734,40.61472509185288,30.353736877441406,36.768758752741554,35.134666442871094,41.54968831817124
GigaBoomSEConfig-add_fp_large.riscv,6.1,33.66,39.76,3.69551,37.0737,40.76921,6.4150218753001464,34.040069580078125,40.45509145537827,30.731250762939453,37.1462726382396,36.18932342529297,42.60434530059312
GigaBoomSEConfig-add_int.riscv,6.21,42.13,48.34,3.69551,43.6573,47.35281,6.4150218753001464,42.183753967285156,48.598775842585304,39.09989929199219,45.514921167292336,39.48503494262695,45.9000568179271
GigaBoomSEConfig-add_int_large.riscv,6.18,38.82,45.0,3.69551,40.4214,44.11691,6.4150218753001464,38.273902893066406,44.688924768366554,37.08658981323242,43.50161168853257,39.57918930053711,45.99421117583726
GigaBoomSEConfig-adpcm_dec.riscv,6.23,36.22,42.45,3.69551,29.1589,32.85441,6.4150218753001464,36.045753479003906,42.460775354304054,32.83412170410156,39.24914357940171,33.147674560546875,39.56269643584702
GigaBoomSEConfig-adpcm_enc.riscv,6.23,36.22,42.45,3.69551,29.1331,32.82861,6.4150218753001464,33.852699279785156,40.267721155085304,32.372169494628906,38.787191369929054,34.005149841308594,40.42017171660874
GigaBoomSEConfig-basicmath_small.riscv,6.24,40.76,47.0,3.69551,27.6329,31.32841,6.4150218753001464,40.733028411865234,47.14805028716538,38.02582550048828,44.44084737578843,39.60898208618164,46.02400396148179
GigaBoomSEConfig-binarysearch.riscv,6.15,35.07,41.22,3.69551,22.3907,26.08621,6.4150218753001464,35.25906753540039,41.67408941070054,31.044137954711914,37.45915983001206,34.513431549072266,40.928453424372414
GigaBoomSEConfig-bitcount.riscv,6.13,36.66,42.79,3.69551,36.9873,40.68281,6.4150218753001464,35.94630432128906,42.36132619658921,30.924219131469727,37.339241006769875,34.557655334472656,40.972677209772804
GigaBoomSEConfig-bitonic.riscv,6.1,35.87,41.97,3.69551,44.6382,48.33371,6.4150218753001464,35.640708923339844,42.05573079863999,32.54060363769531,38.95562551299546,39.91606903076172,46.33109090606187
GigaBoomSEConfig-branchy.riscv,6.06,31.72,37.78,3.69551,19.9761,23.67161,6.4150218753001464,30.691465377807617,37.106487253107765,28.139617919921875,34.55463979522202,34.391998291015625,40.80702016631577
GigaBoomSEConfig-branchy_large.riscv,6.06,31.72,37.78,3.69551,19.9486,23.64411,6.4150218753001464,31.470619201660156,37.885641076960304,27.747962951660156,34.162984826960304,35.59739685058594,42.012418725886086
GigaBoomSEConfig-bsort.riscv,6.18,46.69,52.87,3.69551,60.6248,64.32031,6.4150218753001464,45.691810607910156,52.106832483210304,46.36922073364258,52.784242608942726,44.40456771850586,50.81958959380601
GigaBoomSEConfig-bubblesort.riscv,6.21,43.74,49.95,3.69551,60.9266,64.62211,6.4150218753001464,47.466285705566406,53.881307580866554,43.99996566772461,50.41498754302476,47.146705627441406,53.561727502741554
GigaBoomSEConfig-cnt.riscv,6.11,34.5,40.61,3.69551,26.006,29.70151,6.4150218753001464,33.842594146728516,40.257616022028664,31.342565536499023,37.75758741179917,34.875003814697266,41.290025689997414
GigaBoomSEConfig-complex_updates.riscv,6.08,31.82,37.9,3.69551,30.4375,34.13301,6.4150218753001464,32.00709915161133,38.422121026911476,28.40692710876465,34.8219489840648,32.20756912231445,38.6225909976146
GigaBoomSEConfig-compress.riscv,6.08,32.77,38.85,3.69551,39.5416,43.23711,6.4150218753001464,33.34242248535156,39.75744436065171,28.86958122253418,35.28460309783433,35.0435905456543,41.458612420954445
GigaBoomSEConfig-countnegative.riscv,6.13,34.41,40.54,3.69551,31.4911,35.18661,6.4150218753001464,35.30939483642578,41.72441671172593,31.72768211364746,38.14270398894761,37.855323791503906,44.270345666804054
GigaBoomSEConfig-cover.riscv,6.07,31.72,37.79,3.69551,28.121,31.81651,6.4150218753001464,31.28481674194336,37.69983861724351,28.402652740478516,34.817674615778664,32.912818908691406,39.327840783991554
GigaBoomSEConfig-crc.riscv,6.14,39.65,45.79,3.69551,35.6984,39.39391,6.4150218753001464,41.519561767578125,47.93458364287827,35.320831298828125,41.73585317412827,43.957664489746094,50.37268636504624
GigaBoomSEConfig-dhrystone.riscv,6.15,43.09,49.24,3.69551,54.4993,58.19481,6.4150218753001464,45.8941764831543,52.309198358454445,45.93776321411133,52.352785089411476,40.30125427246094,46.716276147761086
GigaBoomSEConfig-duff.riscv,6.07,32.11,38.18,3.69551,31.9276,35.62311,6.4150218753001464,32.022708892822266,38.437730768122414,28.330432891845703,34.74545476714585,33.13907241821289,39.55409429351304
GigaBoomSEConfig-edn.riscv,6.18,46.85,53.03,3.69551,53.8038,57.49931,6.4150218753001464,46.24108123779297,52.65610311309312,44.79399871826172,51.20902059356187,43.82993698120117,50.24495885650132
GigaBoomSEConfig-expint.riscv,6.16,32.47,38.63,3.69551,21.1533,24.84881,6.4150218753001464,31.616308212280273,38.03133008758042,28.81437873840332,35.22940061370347,32.82396697998047,39.23898885528062
GigaBoomSEConfig-fac.riscv,6.06,31.73,37.79,3.69551,20.576,24.27151,6.4150218753001464,31.416189193725586,37.831211069025734,28.08509635925293,34.50011823455308,31.345943450927734,37.76096532622788
GigaBoomSEConfig-fft.riscv,6.17,35.27,41.44,3.69551,27.8104,31.50591,6.4150218753001464,38.09033203125,44.50535390655015,37.3455924987793,43.760614374079445,37.23207473754883,43.647096612848976
GigaBoomSEConfig-fibonacci.riscv,6.13,41.18,47.31,3.69551,43.0508,46.74631,6.4150218753001464,39.776466369628906,46.191488244929054,34.34478759765625,40.7598094729564,43.015953063964844,49.43097493926499
GigaBoomSEConfig-fir2dim.riscv,6.09,33.38,39.47,3.69551,37.7315,41.42701,6.4150218753001464,32.45853042602539,38.87355230132554,30.018930435180664,36.43395231048081,31.958433151245117,38.373455026545265
GigaBoomSEConfig-fmref.riscv,6.3,43.87,50.17,3.69551,31.0877,34.78321,6.4150218753001464,44.05320739746094,50.468229272761086,41.86320114135742,48.27822301665757,34.4127311706543,40.827753045954445
GigaBoomSEConfig-frac.riscv,6.14,35.89,42.03,3.69551,35.4397,39.13521,6.4150218753001464,33.8682975769043,40.283319452204445,31.311655044555664,37.72667691985581,34.184593200683594,40.59961507598374
GigaBoomSEConfig-h264_dec.riscv,6.14,41.82,47.96,3.69551,43.0836,46.77911,6.4150218753001464,40.86727523803711,47.28229711333726,37.887855529785156,44.302877405085304,40.75288772583008,47.167909601130226
GigaBoomSEConfig-hello_world.riscv,6.2,43.6,49.8,3.69551,41.8903,45.58581,6.4150218753001464,42.729644775390625,49.14466665069077,40.45985412597656,46.87487600127671,38.9581184387207,45.37314031402085
GigaBoomSEConfig-hello_world_large.riscv,6.2,44.38,50.58,3.69551,43.3272,47.02271,6.4150218753001464,43.82926940917969,50.244291284479836,40.72477340698242,47.13979528228257,42.339542388916016,48.754564264216164
GigaBoomSEConfig-huff_dec.riscv,6.18,46.33,52.51,3.69551,49.2828,52.97831,6.4150218753001464,45.133182525634766,51.548204400934914,43.917213439941406,50.332235315241554,44.572105407714844,50.98712728301499
GigaBoomSEConfig-iir.riscv,6.07,32.1,38.17,3.69551,30.1669,33.86241,6.4150218753001464,32.1489143371582,38.56393621245835,28.533445358276367,34.948467233576515,31.630970001220703,38.04599187652085
GigaBoomSEConfig-insertsort.riscv,6.07,31.98,38.05,3.69551,30.5442,34.23971,6.4150218753001464,31.946613311767578,38.361635187067726,28.5245361328125,34.93955800811265,31.943952560424805,38.35897443572495
GigaBoomSEConfig-jfdctint.riscv,6.08,32.47,38.55,3.69551,25.499,29.19451,6.4150218753001464,32.9428825378418,39.357904413141945,28.608184814453125,35.02320668975327,32.55287551879883,38.967897394098976
GigaBoomSEConfig-levenshtein.riscv,6.17,47.42,53.59,3.69551,51.7036,55.39911,6.4150218753001464,45.66764831542969,52.082670190729836,45.26975631713867,51.68477819243882,45.58988952636719,52.004911401667336
GigaBoomSEConfig-lift.riscv,6.18,54.9,61.08,3.69551,30.1441,33.83961,6.4150218753001464,44.42088317871094,50.835905054011086,52.10636901855469,58.521390893854836,38.65766525268555,45.072687127985695
GigaBoomSEConfig-lms.riscv,6.25,43.57,49.82,3.69551,43.6754,47.37091,6.4150218753001464,41.90867233276367,48.32369420806382,40.770225524902344,47.18524740020249,41.20577621459961,47.62079808989976
GigaBoomSEConfig-ludcmp.riscv,6.07,31.08,37.15,3.69551,27.8425,31.53801,6.4150218753001464,32.242958068847656,38.657979944147804,28.856447219848633,35.27146909514878,34.80018615722656,41.21520803252671
GigaBoomSEConfig-matrix_mult.riscv,6.2,42.97,49.17,3.69551,45.9406,49.63611,6.4150218753001464,39.8481559753418,46.263177850641945,37.17080307006836,43.58582494536851,39.241703033447266,45.656724908747414
GigaBoomSEConfig-median.riscv,6.14,38.69,44.83,3.69551,30.4722,34.16771,6.4150218753001464,38.1864128112793,44.601434686579445,36.685752868652344,43.10077474395249,37.92123031616211,44.33625219146226
GigaBoomSEConfig-mergesort.riscv,6.23,53.5,59.73,3.69551,61.22,64.91551,6.4150218753001464,50.61615753173828,57.03117940703843,49.99578094482422,56.41080282012437,44.364505767822266,50.779527643122414
GigaBoomSEConfig-minver.riscv,6.08,32.37,38.45,3.69551,29.3868,33.08231,6.4150218753001464,32.04572677612305,38.460748651423195,28.844690322875977,35.259712198176125,32.12085723876953,38.53587911406968
GigaBoomSEConfig-multiply.riscv,6.16,42.96,49.12,3.69551,38.3684,42.06391,6.4150218753001464,41.00550842285156,47.42053029815171,38.33979415893555,44.754816034235695,38.268104553222656,44.683126428522804
GigaBoomSEConfig-ndes.riscv,6.16,40.71,46.87,3.69551,55.3213,59.01681,6.4150218753001464,42.72919845581055,49.144220331110695,38.76456069946289,45.17958257476304,46.66325759887695,53.0782794741771
GigaBoomSEConfig-petrinet.riscv,6.09,34.22,40.31,3.69551,34.7983,38.49381,6.4150218753001464,33.99171447753906,40.40673635283921,30.4647216796875,36.87974355498765,35.796627044677734,42.21164891997788
GigaBoomSEConfig-prime.riscv,6.12,33.28,39.4,3.69551,35.4252,39.12071,6.4150218753001464,32.7700309753418,39.185052850641945,29.619747161865234,36.03476903716538,35.59086227416992,42.00588414947007
GigaBoomSEConfig-qsort.riscv,6.22,44.39,50.61,3.69551,37.9987,41.69421,6.4150218753001464,36.76699447631836,43.18201635161851,40.357337951660156,46.772359826960304,41.1243896484375,47.53941152373765
GigaBoomSEConfig-qurt.riscv,6.23,36.17,42.4,3.69551,35.0293,38.72481,6.4150218753001464,35.709468841552734,42.12449071685288,33.21834945678711,39.63337133208726,37.55649948120117,43.97152135650132
GigaBoomSEConfig-recursion.riscv,6.07,32.76,38.83,3.69551,33.0928,36.78831,6.4150218753001464,33.2691535949707,39.68417547027085,28.571489334106445,34.98651120940659,32.55445098876953,38.96947286406968
GigaBoomSEConfig-rsort.riscv,6.19,51.4,57.59,3.69551,49.0934,52.78891,6.4150218753001464,48.48173522949219,54.896757104792336,47.873573303222656,54.288595178522804,43.09367752075195,49.5086993960521
GigaBoomSEConfig-rv64ua-ps-amoadd_d_200,6.12,34.48,40.6,3.69551,22.5733,26.26881,6.4150218753001464,35.14178466796875,41.5568065432689,31.097383499145508,37.512405374445656,43.87921142578125,50.2942333010814
GigaBoomSEConfig-rv64ud-ps-fclass_200,6.12,47.64,53.76,3.69551,42.3112,46.00671,6.4150218753001464,46.262306213378906,52.677328088679054,43.36715316772461,49.78217504302476,45.88298034667969,52.298002221979836
GigaBoomSEConfig-rv64ud-ps-move_200,6.24,45.06,51.3,3.69551,35.7042,39.39971,6.4150218753001464,53.71615219116211,60.13117406646226,53.90177536010742,60.31679723540757,46.07746505737305,52.492486932673195
GigaBoomSEConfig-rv64ud-ps-structural_200,6.13,49.26,55.39,3.69551,43.2149,46.91041,6.4150218753001464,48.75120162963867,55.16622350493882,45.781864166259766,52.196886041559914,45.604312896728516,52.019334772028664
GigaBoomSEConfig-rv64ui-ps-and_200,6.12,45.03,51.15,3.69551,31.4855,35.18101,6.4150218753001464,44.57636642456055,50.991388299860695,41.39869689941406,47.81371877471421,49.185298919677734,55.60032079497788
GigaBoomSEConfig-rv64ui-ps-auipc_200,6.1,43.74,49.84,3.69551,38.5162,42.21171,6.4150218753001464,42.94268798828125,49.3577098635814,39.966339111328125,46.38136098662827,42.187740325927734,48.60276220122788
GigaBoomSEConfig-rv64ui-ps-bne_200,6.1,44.18,50.28,3.69551,42.4444,46.13991,6.4150218753001464,44.597599029541016,51.012620904841164,40.7318229675293,47.146844842829445,45.22213363647461,51.63715551177476
GigaBoomSEConfig-rv64ui-ps-fence_i_200,6.12,35.22,41.34,3.69551,30.8344,34.52991,6.4150218753001464,36.823978424072266,43.239000299372414,31.83283042907715,38.2478523043773,40.57265853881836,46.98768041411851
GigaBoomSEConfig-rv64ui-ps-jal_200,6.07,40.15,46.22,3.69551,41.4026,45.09811,6.4150218753001464,40.08757400512695,46.5025958804271,36.6146354675293,43.029657342829445,39.619197845458984,46.03421972075913
GigaBoomSEConfig-rv64ui-ps-jalr_200,6.09,43.93,50.02,3.69551,37.2778,40.97331,6.4150218753001464,42.87992477416992,49.29494664947007,40.65652084350586,47.07154271880601,41.249290466308594,47.66431234160874
GigaBoomSEConfig-rv64ui-ps-lui_200,6.08,41.53,47.61,3.69551,35.8476,39.54311,6.4150218753001464,42.111915588378906,48.526937463679054,38.99808883666992,45.41311071197007,44.91004180908203,51.32506368438218
GigaBoomSEConfig-rv64ui-ps-lw_200,6.12,45.52,51.64,3.69551,42.0463,45.74181,6.4150218753001464,43.16672897338867,49.58175084868882,38.81584548950195,45.2308673648021,46.42032241821289,52.83534429351304
GigaBoomSEConfig-rv64ui-ps-ori_200,6.13,45.59,51.72,3.69551,32.9201,36.61561,6.4150218753001464,45.38538360595703,51.80040548125718,41.71124267578125,48.1262645510814,45.580078125,51.99510000030015
GigaBoomSEConfig-rv64ui-ps-slli_200,6.11,45.23,51.34,3.69551,33.6688,37.36431,6.4150218753001464,45.11186599731445,51.5268878726146,41.339599609375,47.75462148467515,45.206031799316406,51.621053674616554
GigaBoomSEConfig-rv64ui-ps-slt_200,6.11,45.16,51.27,3.69551,34.6457,38.34121,6.4150218753001464,45.16410827636719,51.579130151667336,41.501121520996094,47.91614339629624,46.547855377197266,52.962877252497414
GigaBoomSEConfig-rv64ui-ps-sra_200,6.15,46.76,52.91,3.69551,33.664,37.35951,6.4150218753001464,46.082523345947266,52.497545221247414,42.870811462402344,49.28583333770249,45.70612335205078,52.12114522735093
GigaBoomSEConfig-rv64ui-ps-sw_200,6.15,46.54,52.69,3.69551,42.395,46.09051,6.4150218753001464,44.216087341308594,50.63110921660874,41.64617919921875,48.0612010745189,44.58156967163086,50.99659154693101
GigaBoomSEConfig-rv64ui-ps-xori_200,6.13,45.6,51.73,3.69551,33.5056,37.20111,6.4150218753001464,45.112606048583984,51.52762792388413,41.743282318115234,48.15830419341538,45.035194396972656,51.450216272272804
GigaBoomSEConfig-rv64um-ps-mulw_200,6.11,44.71,50.82,3.69551,39.4449,43.14041,6.4150218753001464,42.242156982421875,48.65717885772202,42.65932083129883,49.074342706598976,46.64179611206055,53.056817987360695
GigaBoomSEConfig-select.riscv,6.08,33.16,39.24,3.69551,33.3607,37.05621,6.4150218753001464,32.69900894165039,39.11403081695054,29.750024795532227,36.165046670832375,32.94001388549805,39.355035760798195
GigaBoomSEConfig-spmv.riscv,6.12,37.53,43.65,3.69551,33.722,37.41751,6.4150218753001464,36.71070098876953,43.12572286406968,35.342044830322266,41.757066705622414,36.62312698364258,43.038148858942726
GigaBoomSEConfig-sqrt.riscv,6.23,35.82,42.05,3.69551,35.6594,39.35491,6.4150218753001464,34.76356887817383,41.178590753473976,33.09880065917969,39.513822534479836,37.908077239990234,44.32309911529038
GigaBoomSEConfig-st.riscv,6.21,38.09,44.3,3.69551,25.8011,29.49661,6.4150218753001464,36.39352798461914,42.80854985991929,35.102012634277344,41.51703450957749,37.85837173461914,44.27339360991929
GigaBoomSEConfig-tarai.riscv,6.07,32.31,38.38,3.69551,27.2087,30.90421,6.4150218753001464,32.224910736083984,38.63993261138413,28.834945678710938,35.249967554011086,30.156509399414062,36.57153127471421
GigaBoomSEConfig-towers.riscv,6.14,39.16,45.3,3.69551,37.2037,40.89921,6.4150218753001464,36.48912048339844,42.904142358698586,35.49416732788086,41.90918920318101,35.66988754272461,42.08490941802476
GigaBoomSEConfig-vvadd.riscv,6.11,36.02,42.13,3.69551,27.7671,31.46261,6.4150218753001464,37.48139953613281,43.89642141143296,35.600128173828125,42.01515004912827,32.96660232543945,39.3816242007396
GigaBoomSEConfig-whetstone.riscv,6.17,34.05,40.22,3.69551,38.6786,42.37411,6.4150218753001464,32.83000564575195,39.2450275210521,31.03896713256836,37.45398900786851,39.61256790161133,46.027589776911476
